scenario,sample_id,P01_R1,P01_R2,P01_R3,P01_R4,P01_R5,P01_R6,P02_R1,P02_R2,P02_R3,P02_R4,P02_R5,P02_R6,P03_R1,P03_R2,P03_R3,P03_R4,P03_R5,P03_R6,P04_R1,P04_R2,P04_R3,P04_R4,P04_R5,P04_R6,P05_R1,P05_R2,P05_R3,P05_R4,P05_R5,P05_R6,P06_R1,P06_R2,P06_R3,P06_R4,P06_R5,P06_R6,P07_R1,P07_R2,P07_R3,P07_R4,P07_R5,P07_R6,P08_R1,P08_R2,P08_R3,P08_R4,P08_R5,P08_R6,P09_R1,P09_R2,P09_R3,P09_R4,P09_R5,P09_R6,P10_R1,P10_R2,P10_R3,P10_R4,P10_R5,P10_R6,P11_R1,P11_R2,P11_R3,P11_R4,P11_R5,P11_R6,P12_R1,P12_R2,P12_R3,P12_R4,P12_R5,P12_R6,P13_R1,P13_R2,P13_R3,P13_R4,P13_R5,P13_R6,P14_R1,P14_R2,P14_R3,P14_R4,P14_R5,P14_R6,P15_R1,P15_R2,P15_R3,P15_R4,P15_R5,P15_R6,P16_R1,P16_R2,P16_R3,P16_R4,P16_R5,P16_R6,P17_R1,P17_R2,P17_R3,P17_R4,P17_R5,P17_R6,P18_R1,P18_R2,P18_R3,P18_R4,P18_R5,P18_R6,P19_R1,P19_R2,P19_R3,P19_R4,P19_R5,P19_R6,P20_R1,P20_R2,P20_R3,P20_R4,P20_R5,P20_R6,P21_R1,P21_R2,P21_R3,P21_R4,P21_R5,P21_R6,P22_R1,P22_R2,P22_R3,P22_R4,P22_R5,P22_R6
10,5,37,14,10,10,2,0,55,17,40,17,0,0,37,11,10,11,0,0,54,18,40,18,0,0,34,13,10,11,0,0,59,18,40,19,0,0,40,12,10,11,0,0,54,18,40,18,0,0,37,12,9,11,0,0,53,18,41,17,0,0,35,13,10,12,0,0,54,18,40,19,0,0,33,12,10,13,0,0,57,18,42,17,0,0,39,13,9,12,0,0,54,19,40,18,0,0,39,12,11,12,0,0,58,17,39,20,0,0,71,27,0,26,0,8,54,18,0,20,0,7,57,20,0,20,0,6,72,22,0,24,0,0
10,6,37,13,10,11,2,0,54,17,38,17,0,0,36,13,10,14,0,0,52,19,40,19,0,0,35,13,10,11,0,0,54,18,41,17,0,0,36,12,10,13,0,0,56,18,40,18,0,0,37,10,10,11,0,0,57,18,40,19,0,0,37,11,10,12,0,0,50,17,40,18,0,0,33,13,10,12,0,0,55,17,41,18,0,0,34,13,11,13,0,0,56,17,38,19,0,0,40,14,10,11,0,0,52,16,40,20,0,0,72,25,0,27,0,11,60,18,0,17,0,7,50,21,0,20,0,6,68,24,0,23,0,0
10,7,38,13,11,11,2,0,55,20,41,20,0,0,37,13,10,12,0,0,56,20,41,18,0,0,39,10,9,13,0,0,54,19,40,19,0,0,34,13,11,13,0,0,58,18,40,16,0,0,35,12,11,11,0,0,56,18,40,18,0,0,35,12,9,12,0,0,53,17,41,19,0,0,36,13,10,12,0,0,53,18,41,19,0,0,39,11,10,13,0,0,56,19,40,17,0,0,34,12,10,11,0,0,54,19,38,19,0,0,71,27,0,23,0,9,54,17,0,18,0,7,54,15,0,19,0,8,69,20,0,25,0,0
10,8,34,10,11,13,2,0,58,18,39,18,0,0,34,10,11,10,0,0,55,19,38,17,0,0,39,13,10,13,0,0,57,18,39,18,0,0,37,12,11,10,0,0,51,18,39,17,0,0,32,12,10,13,0,0,54,18,42,17,0,0,37,10,9,11,0,0,56,18,40,17,0,0,35,11,10,11,0,0,57,16,39,20,0,0,35,11,10,12,0,0,52,17,44,18,0,0,32,13,10,11,0,0,52,19,40,16,0,0,78,23,0,27,0,9,57,17,0,14,0,7,53,17,0,20,0,7,74,24,0,19,0,0
10,9,37,12,11,11,2,0,55,20,39,17,0,0,34,12,9,12,0,0,56,19,38,19,0,0,38,13,10,12,0,0,56,20,39,19,0,0,36,12,9,12,0,0,52,18,39,18,0,0,35,12,9,11,0,0,55,17,41,18,0,0,37,13,10,11,0,0,56,19,40,19,0,0,36,12,10,11,0,0,54,19,41,18,0,0,36,12,10,13,0,0,53,18,41,17,0,0,36,10,10,13,0,0,56,18,40,19,0,0,77,24,0,24,0,9,53,21,0,20,0,6,54,17,0,19,0,7,65,26,0,23,0,0
11,0,48,15,11,15,2,0,70,26,52,25,0,0,48,18,12,16,2,0,74,23,49,25,0,0,38,12,9,12,0,0,55,20,38,18,0,0,23,9,7,7,0,0,37,12,29,11,0,0,26,8,8,8,0,0,36,12,30,12,0,0,25,8,7,8,0,0,33,13,31,11,0,0,24,8,8,7,0,0,36,12,31,12,0,0,22,8,7,8,0,0,38,11,29,12,0,0,23,8,7,8,0,0,35,12,31,12,0,0,50,16,0,17,0,9,72,24,0,25,0,7,78,19,0,22,0,8,103,27,0,31,0,0
11,1,48,16,14,16,2,0,71,22,50,22,0,0,52,16,13,15,2,0,72,23,51,23,0,0,33,13,10,12,0,0,58,18,42,18,0,0,23,9,8,8,0,0,37,12,31,10,0,0,23,9,7,8,0,0,34,13,31,12,0,0,23,9,8,9,0,0,39,11,29,11,0,0,25,8,7,9,0,0,38,11,29,13,0,0,23,7,8,7,0,0,36,12,29,13,0,0,23,9,7,8,0,0,37,12,28,12,0,0,48,17,0,16,0,10,66,26,0,22,0,8,69,26,0,28,0,8,92,33,0,38,0,0
11,2,47,15,12,12,2,0,67,25,48,24,0,0,52,14,11,16,2,0,73,25,47,25,0,0,38,12,11,13,0,0,54,18,39,18,0,0,25,8,6,9,0,0,36,12,31,13,0,0,20,8,7,8,0,0,36,12,30,11,0,0,23,8,8,7,0,0,37,12,30,12,0,0,24,9,7,8,0,0,36,14,29,13,0,0,27,8,7,8,0,0,36,11,30,13,0,0,23,8,7,8,0,0,36,12,30,12,0,0,49,16,0,16,0,10,75,25,0,28,0,9,75,19,0,27,0,8,97,31,0,33,0,0
11,3,52,16,12,15,2,0,73,23,47,25,0,0,52,15,14,16,2,0,68,25,49,23,0,0,38,10,9,12,0,0,55,18,40,21,0,0,24,8,7,8,0,0,37,13,29,12,0,0,25,8,8,8,0,0,35,13,31,11,0,0,22,7,8,7,0,0,36,12,30,12,0,0,23,8,7,8,0,0,36,12,30,11,0,0,24,8,7,8,0,0,37,11,31,13,0,0,22,9,7,8,0,0,35,13,30,11,0,0,46,14,0,16,0,9,71,21,0,22,0,7,73,21,0,25,0,8,99,31,0,32,0,0
11,4,44,15,13,16,2,0,75,24,51,22,0,0,37,16,11,16,2,0,73,24,51,24,0,0,35,13,9,12,0,0,51,18,40,20,0,0,22,8,8,8,0,0,36,11,29,13,0,0,24,8,7,7,0,0,37,12,32,11,0,0,25,7,8,9,0,0,33,12,29,12,0,0,25,9,7,8,0,0,36,12,29,13,0,0,24,8,7,8,0,0,36,11,28,12,0,0,25,8,7,7,0,0,35,12,32,13,0,0,50,18,0,15,0,8,78,23,0,21,0,8,73,25,0,22,0,7,95,34,0,30,0,0
11,5,50,15,12,17,2,0,73,25,48,24,0,0,48,16,13,17,2,0,68,24,52,24,0,0,36,14,9,11,0,0,58,18,40,17,0,0,25,8,7,8,0,0,36,12,29,13,0,0,25,8,7,8,0,0,35,12,30,13,0,0,25,9,8,7,0,0,36,13,29,12,0,0,27,9,8,8,0,0,37,12,31,12,0,0,24,9,7,8,0,0,36,11,30,11,0,0,25,8,7,7,0,0,36,12,31,12,0,0,46,17,0,15,0,9,73,26,0,21,0,7,80,29,0,29,0,7,86,30,0,31,0,0
11,6,50,16,12,15,2,0,73,23,51,25,0,0,45,15,13,16,2,0,71,24,50,23,0,0,34,13,11,13,0,0,57,17,42,17,0,0,23,7,7,8,0,0,37,12,29,12,0,0,23,7,7,7,0,0,38,12,31,11,0,0,26,9,7,8,0,0,37,12,29,12,0,0,23,8,8,7,0,0,37,11,29,13,0,0,25,9,7,8,0,0,37,12,29,12,0,0,23,9,8,8,0,0,38,12,31,13,0,0,49,16,0,14,0,9,76,25,0,23,0,7,71,23,0,26,0,8,95,31,0,32,0,0
11,7,48,17,13,17,2,0,74,23,48,23,0,0,49,16,11,17,2,0,73,25,53,22,0,0,36,12,10,12,0,0,53,18,39,19,0,0,25,9,7,8,0,0,34,12,29,13,0,0,22,8,8,8,0,0,36,11,29,13,0,0,26,8,7,6,0,0,35,12,32,12,0,0,24,8,7,9,0,0,36,11,29,11,0,0,23,8,7,8,0,0,38,12,32,12,0,0,24,8,8,8,0,0,37,11,29,14,0,0,47,17,0,14,0,9,74,17,0,24,0,8,68,22,0,23,0,7,91,27,0,35,0,0
11,8,47,17,12,15,2,0,69,24,47,23,0,0,48,15,12,14,2,0,69,23,51,26,0,0,33,12,10,12,0,0,49,19,42,18,0,0,23,8,8,9,0,0,37,12,29,12,0,0,24,8,8,9,0,0,34,12,31,12,0,0,23,10,7,7,0,0,36,13,29,12,0,0,26,8,7,8,0,0,36,13,31,12,0,0,24,8,8,8,0,0,36,13,32,11,0,0,24,8,7,8,0,0,37,12,28,11,0,0,50,12,0,18,0,10,71,19,0,25,0,8,69,24,0,23,0,8,91,30,0,29,0,0
11,9,48,18,12,14,2,0,70,23,51,26,0,0,47,14,13,17,2,0,75,25,49,24,0,0,33,13,10,12,0,0,54,18,41,19,0,0,24,9,8,8,0,0,36,12,31,12,0,0,23,9,8,7,0,0,37,12,30,12,0,0,26,8,7,9,0,0,36,12,30,12,0,0,24,8,7,7,0,0,34,11,30,12,0,0,24,6,8,9,0,0,37,13,29,13,0,0,23,8,7,8,0,0,37,12,31,12,0,0,47,15,0,17,0,9,77,20,0,27,0,8,75,27,0,23,0,7,97,33,0,33,0,0
12,0,57,19,17,20,3,0,87,33,59,28,0,0,58,17,14,18,3,0,93,32,62,30,0,0,61,17,15,19,3,0,92,27,59,30,0,0,36,11,10,11,0,0,52,19,39,19,0,0,33,14,9,12,0,0,55,17,40,19,0,0,38,13,10,12,0,0,59,19,39,18,0,0,35,12,9,12,0,0,58,19,37,19,0,0,38,12,10,11,0,0,53,19,40,16,0,0,36,12,11,12,0,0,53,19,40,17,0,0,76,24,0,24,0,9,87,30,0,29,0,9,95,30,0,34,0,8,120,37,0,42,0,0
12,1,58,22,14,19,3,0,90,30,60,27,0,0,59,23,14,19,3,0,88,31,60,31,0,0,56,19,15,21,3,0,94,28,59,29,0,0,42,12,11,11,0,0,52,17,39,18,0,0,34,11,11,13,0,0,56,19,40,18,0,0,34,12,9,11,0,0,56,20,41,19,0,0,35,11,10,13,0,0,54,18,41,17,0,0,34,11,10,11,0,0,53,17,40,17,0,0,36,13,10,14,0,0,57,19,40,18,0,0,74,23,0,20,0,9,85,30,0,30,0,9,95,26,0,34,0,10,118,40,0,34,0,0
12,2,61,20,14,18,3,0,96,29,59,31,0,0,54,18,16,18,3,0,85,30,60,25,0,0,59,21,15,22,3,0,88,28,57,28,0,0,38,10,10,12,0,0,54,19,39,19,0,0,36,12,12,11,0,0,57,19,39,20,0,0,32,11,9,12,0,0,52,18,40,18,0,0,37,12,9,15,0,0,53,16,39,17,0,0,38,12,10,12,0,0,53,18,40,19,0,0,37,13,10,13,0,0,55,18,42,17,0,0,69,22,0,24,0,10,89,34,0,28,0,9,97,28,0,31,0,9,119,44,0,34,0,0
12,3,62,21,16,22,3,0,87,32,64,32,0,0,60,19,13,21,3,0,86,29,60,30,0,0,58,22,15,19,3,0,91,29,57,30,0,0,37,12,9,11,0,0,57,19,39,19,0,0,33,13,10,13,0,0,50,19,40,19,0,0,38,12,10,13,0,0,54,17,39,17,0,0,35,13,10,11,0,0,56,17,40,18,0,0,38,10,9,10,0,0,53,19,39,17,0,0,38,13,10,13,0,0,52,19,43,19,0,0,65,23,0,25,0,10,93,28,0,30,0,8,87,34,0,37,0,7,119,35,0,40,0,0
12,4,65,20,15,17,3,0,92,29,59,28,0,0,52,18,13,21,3,0,86,25,63,28,0,0,59,18,16,20,3,0,96,30,60,28,0,0,32,12,10,13,0,0,49,17,39,18,0,0,36,12,10,11,0,0,56,18,40,20,0,0,39,13,8,14,0,0,56,20,42,20,0,0,38,13,11,12,0,0,51,18,41,18,0,0,33,10,10,13,0,0,57,19,41,18,0,0,32,12,10,12,0,0,54,18,41,18,0,0,66,23,0,24,0,9,93,31,0,30,0,8,87,30,0,28,0,8,121,40,0,41,0,0
12,5,59,20,15,20,3,0,90,27,61,28,0,0,59,19,15,19,3,0,91,29,59,33,0,0,59,19,14,19,3,0,86,29,61,29,0,0,36,13,11,12,0,0,53,17,41,18,0,0,35,11,9,12,0,0,51,19,39,18,0,0,33,12,10,12,0,0,57,18,39,17,0,0,37,13,10,13,0,0,55,19,37,19,0,0,38,11,9,11,0,0,52,18,40,19,0,0,38,11,9,13,0,0,55,18,41,18,0,0,74,23,0,25,0,9,86,29,0,27,0,7,93,30,0,24,0,9,117,38,0,40,0,0
12,6,55,21,14,20,3,0,86,30,63,28,0,0,66,20,15,18,3,0,86,30,59,33,0,0,56,20,15,18,3,0,81,31,58,28,0,0,37,12,11,13,0,0,53,19,39,20,0,0,35,13,11,12,0,0,53,18,37,18,0,0,37,12,8,11,0,0,52,18,40,18,0,0,37,11,10,12,0,0,55,18,42,18,0,0,34,12,11,11,0,0,56,18,37,18,0,0,35,13,11,12,0,0,58,18,41,19,0,0,72,26,0,23,0,9,91,31,0,34,0,8,84,31,0,34,0,9,119,38,0,38,0,0
12,7,60,20,15,20,3,0,90,30,59,28,0,0,65,21,13,21,3,0,96,30,57,31,0,0,61,19,16,17,3,0,86,30,61,30,0,0,34,11,9,12,0,0,56,18,41,19,0,0,35,12,11,13,0,0,50,18,40,19,0,0,34,11,10,11,0,0,56,17,39,16,0,0,38,13,10,12,0,0,55,19,41,17,0,0,33,11,10,11,0,0,54,17,39,17,0,0,39,13,11,13,0,0,53,19,40,18,0,0,72,18,0,27,0,10,90,31,0,28,0,8,91,32,0,29,0,8,115,41,0,42,0,0
12,8,62,19,15,18,3,0,90,29,60,31,0,0,62,20,16,22,3,0,92,31,62,31,0,0,56,18,14,22,3,0,91,32,60,28,0,0,34,11,10,12,0,0,52,19,38,19,0,0,39,13,10,12,0,0,51,19,40,18,0,0,33,10,9,13,0,0,53,18,41,20,0,0,39,11,9,14,0,0,59,18,38,19,0,0,36,12,11,12,0,0,51,18,41,19,0,0,37,13,10,12,0,0,47,18,41,18,0,0,71,22,0,26,0,10,81,29,0,29,0,8,88,33,0,24,0,9,120,43,0,35,0,0
12,9,60,22,15,21,3,0,96,32,60,31,0,0,62,21,16,22,3,0,89,28,59,30,0,0,54,21,12,25,3,0,90,31,59,30,0,0,36,12,10,11,0,0,54,18,40,18,0,0,38,12,10,13,0,0,54,18,40,19,0,0,35,13,10,11,0,0,55,18,41,15,0,0,36,12,9,11,0,0,53,18,38,18,0,0,39,12,11,13,0,0,57,20,39,17,0,0,38,13,11,14,0,0,54,18,39,20,0,0,71,23,0,23,0,9,87,25,0,27,0,9,95,34,0,36,0,8,116,38,0,39,0,0
13,0,49,16,12,13,2,0,71,22,49,22,0,0,36,11,9,11,0,0,54,17,41,18,0,0,36,11,10,13,0,0,54,20,41,19,0,0,48,17,12,15,2,0,73,25,48,23,0,0,36,11,12,13,0,0,54,17,39,18,0,0,36,12,10,13,0,0,57,18,38,19,0,0,39,13,10,13,0,0,54,19,39,18,0,0,39,11,9,12,0,0,54,19,39,20,0,0,33,13,9,10,0,0,55,18,39,16,0,0,72,26,0,25,0,10,54,15,0,15,0,7,76,26,0,26,0,7,98,33,0,26,0,0
13,1,46,16,12,16,2,0,70,23,48,25,0,0,37,11,11,12,0,0,57,17,37,18,0,0,37,12,10,12,0,0,53,18,41,18,0,0,50,16,12,14,2,0,70,24,51,24,0,0,37,10,10,10,0,0,51,18,42,18,0,0,36,12,10,11,0,0,55,17,41,18,0,0,38,13,9,11,0,0,52,16,39,20,0,0,37,14,11,11,0,0,53,19,41,17,0,0,33,15,10,12,0,0,54,18,40,19,0,0,72,22,0,24,0,11,58,18,0,15,0,7,73,23,0,23,0,8,86,29,0,30,0,0
13,2,46,16,13,18,2,0,71,23,50,23,0,0,37,12,10,13,0,0,58,18,41,18,0,0,39,13,11,12,0,0,53,17,40,20,0,0,47,17,13,16,2,0,68,23,49,24,0,0,37,12,10,11,0,0,51,18,39,16,0,0,38,13,11,12,0,0,55,19,39,19,0,0,37,13,10,13,0,0,54,17,42,17,0,0,39,12,11,13,0,0,55,19,41,16,0,0,36,11,10,11,0,0,51,20,41,18,0,0,73,24,0,25,0,10,53,17,0,18,0,7,70,25,0,27,0,8,98,31,0,33,0,0
13,3,51,15,12,16,2,0,69,27,52,24,0,0,38,10,12,11,0,0,54,16,41,17,0,0,36,11,9,11,0,0,54,17,39,19,0,0,55,17,12,16,2,0,75,24,52,24,0,0,39,12,9,14,0,0,50,17,39,21,0,0,40,13,10,14,0,0,55,19,40,18,0,0,35,12,10,12,0,0,54,20,36,19,0,0,38,13,10,12,0,0,56,19,40,18,0,0,40,10,10,13,0,0,56,19,39,17,0,0,70,27,0,23,0,9,57,17,0,18,0,6,72,20,0,30,0,7,96,31,0,29,0,0
13,4,45,16,14,16,2,0,75,20,49,26,0,0,35,14,11,12,0,0,53,17,39,17,0,0,37,11,10,13,0,0,50,20,41,19,0,0,46,17,13,16,2,0,75,24,51,22,0,0,37,11,9,14,0,0,54,17,40,17,0,0,39,11,10,13,0,0,53,19,39,20,0,0,38,12,9,12,0,0,53,20,38,18,0,0,36,12,10,12,0,0,56,19,41,15,0,0,37,10,10,13,0,0,52,18,39,19,0,0,72,27,0,25,0,10,57,15,0,18,0,8,71,21,0,24,0,7,99,34,0,33,0,0
13,5,46,14,12,16,2,0,70,22,49,22,0,0,36,11,11,14,0,0,55,16,42,20,0,0,36,13,10,10,0,0,52,20,38,18,0,0,48,15,12,16,2,0,73,25,51,23,0,0,33,12,11,13,0,0,56,19,41,18,0,0,37,11,9,13,0,0,57,17,41,20,0,0,36,11,10,11,0,0,53,18,38,17,0,0,36,12,10,14,0,0,54,19,39,19,0,0,35,12,10,13,0,0,51,16,40,18,0,0,72,26,0,25,0,8,53,20,0,17,0,7,68,26,0,28,0,7,96,26,0,33,0,0
13,6,53,16,13,15,2,0,71,24,50,23,0,0,36,12,10,12,0,0,54,19,40,18,0,0,36,11,10,14,0,0,52,18,39,18,0,0,47,16,11,17,2,0,65,23,50,27,0,0,37,10,10,12,0,0,55,17,40,17,0,0,34,12,11,13,0,0,55,18,41,18,0,0,36,11,10,12,0,0,59,18,39,17,0,0,35,14,10,13,0,0,53,18,41,17,0,0,35,14,11,13,0,0,56,18,43,18,0,0,74,21,0,22,0,10,46,17,0,12,0,7,78,25,0,22,0,8,96,29,0,29,0,0
13,7,48,16,14,17,2,0,68,23,49,23,0,0,33,12,9,12,0,0,59,17,40,15,0,0,35,13,10,12,0,0,56,21,42,17,0,0,44,15,12,17,2,0,74,24,48,26,0,0,32,12,10,12,0,0,54,19,40,18,0,0,35,11,11,11,0,0,56,18,39,19,0,0,34,13,10,11,0,0,55,19,42,19,0,0,37,11,12,11,0,0,56,18,38,18,0,0,36,13,10,12,0,0,49,20,39,18,0,0,72,24,0,26,0,10,56,19,0,20,0,8,77,27,0,22,0,8,90,36,0,32,0,0
13,8,46,14,12,16,2,0,73,24,51,26,0,0,38,13,10,10,0,0,52,18,40,18,0,0,40,13,11,12,0,0,52,18,39,20,0,0,50,17,14,13,2,0,72,24,51,24,0,0,39,11,10,12,0,0,51,17,40,19,0,0,37,11,10,14,0,0,54,18,41,19,0,0,35,13,10,13,0,0,54,18,39,17,0,0,38,12,10,12,0,0,56,17,40,19,0,0,39,11,11,12,0,0,52,18,39,18,0,0,72,24,0,22,0,9,50,19,0,21,0,8,77,26,0,23,0,6,95,35,0,29,0,0
13,9,45,16,13,15,2,0,74,24,50,26,0,0,37,11,10,12,0,0,54,21,40,16,0,0,35,10,10,10,0,0,52,16,41,18,0,0,49,16,11,17,2,0,71,22,48,25,0,0,38,12,11,13,0,0,55,17,40,17,0,0,36,12,11,11,0,0,55,19,41,19,0,0,37,13,9,11,0,0,54,16,42,19,0,0,35,12,10,12,0,0,54,19,40,19,0,0,37,11,11,11,0,0,54,19,39,18,0,0,74,22,0,24,0,9,61,16,0,20,0,6,72,26,0,26,0,10,97,30,0,33,0,0
14,0,63,18,17,21,3,0,93,32,57,31,0,0,42,16,13,15,0,0,68,24,49,25,0,0,45,15,11,16,0,0,72,22,50,25,0,0,59,20,15,18,3,0,92,31,60,31,0,0,49,14,12,15,0,0,71,22,52,26,0,0,51,18,12,15,0,0,70,25,50,24,0,0,65,21,14,19,3,0,92,33,63,31,0,0,46,14,12,17,0,0,77,25,52,24,0,0,50,17,11,15,0,0,75,24,48,21,0,0,94,32,0,30,0,11,75,18,0,20,0,8,74,25,0,23,0,7,124,37,0,43,0,0
14,1,60,19,14,19,3,0,89,32,61,29,0,0,48,15,13,18,0,0,75,25,49,25,0,0,43,16,13,17,0,0,74,24,50,25,0,0,57,19,15,20,3,0,93,30,65,29,0,0,47,15,12,16,0,0,68,23,50,26,0,0,54,18,12,15,0,0,72,26,50,22,0,0,58,21,16,20,3,0,90,31,58,29,0,0,43,18,12,16,0,0,74,26,50,23,0,0,48,18,12,15,0,0,68,22,51,24,0,0,93,30,0,32,0,10,78,28,0,20,0,7,71,25,0,23,0,8,122,38,0,38,0,0
14,2,57,23,14,18,3,0,89,32,61,29,0,0,47,15,13,16,0,0,67,24,47,27,0,0,45,16,13,16,0,0,71,25,53,25,0,0,65,18,15,20,3,0,89,29,61,27,0,0,47,16,12,17,0,0,69,24,50,26,0,0,48,17,13,16,0,0,69,22,50,23,0,0,63,21,15,18,3,0,87,28,60,32,0,0,48,15,11,17,0,0,70,24,49,25,0,0,48,16,13,19,0,0,75,24,50,23,0,0,92,31,0,30,0,10,78,26,0,24,0,7,73,27,0,22,0,8,122,36,0,38,0,0
14,3,57,19,15,19,3,0,91,29,62,31,0,0,43,17,13,15,0,0,68,24,50,23,0,0,44,16,12,15,0,0,72,23,49,25,0,0,59,17,15,18,3,0,84,31,58,33,0,0,48,14,12,16,0,0,71,24,53,23,0,0,48,18,13,14,0,0,73,22,52,23,0,0,71,22,14,20,3,0,92,32,60,29,0,0,47,17,13,16,0,0,74,21,51,24,0,0,53,14,14,16,0,0,73,26,51,25,0,0,97,31,0,32,0,10,62,25,0,24,0,8,66,29,0,24,0,7,120,45,0,43,0,0
14,4,62,19,14,20,3,0,91,33,62,29,0,0,43,18,14,14,0,0,76,25,50,26,0,0,52,17,13,17,0,0,71,24,48,24,0,0,59,19,15,19,3,0,90,30,59,30,0,0,43,16,13,17,0,0,75,24,51,24,0,0,50,14,12,18,0,0,65,24,52,24,0,0,59,20,15,20,3,0,95,30,57,29,0,0,47,17,12,15,0,0,73,25,49,22,0,0,57,17,12,17,0,0,72,25,50,24,0,0,96,28,0,37,0,9,71,21,0,24,0,8,76,23,0,24,0,7,123,35,0,47,0,0
14,5,59,19,14,24,3,0,95,32,59,31,0,0,48,19,12,16,0,0,71,22,54,22,0,0,49,14,12,17,0,0,70,25,50,26,0,0,65,19,15,20,3,0,91,30,60,32,0,0,50,17,13,16,0,0,73,23,52,20,0,0,48,18,11,17,0,0,70,24,52,24,0,0,53,18,16,21,3,0,89,34,60,28,0,0,46,13,14,18,0,0,69,24,50,23,0,0,43,16,12,15,0,0,73,26,49,24,0,0,99,33,0,30,0,11,67,27,0,28,0,8,75,23,0,25,0,7,122,36,0,43,0,0
14,6,59,22,15,18,3,0,91,31,58,28,0,0,49,16,14,16,0,0,77,22,47,23,0,0,51,18,12,15,0,0,69,22,51,24,0,0,60,18,17,19,3,0,89,30,61,30,0,0,49,14,13,16,0,0,73,24,48,22,0,0,42,17,13,17,0,0,73,21,48,24,0,0,60,20,15,20,3,0,94,29,57,29,0,0,47,17,12,16,0,0,68,25,49,24,0,0,52,17,11,14,0,0,72,22,51,24,0,0,97,30,0,37,0,10,74,24,0,23,0,7,67,25,0,23,0,8,120,44,0,41,0,0
14,7,52,19,14,22,3,0,85,32,61,27,0,0,52,16,13,15,0,0,76,22,51,25,0,0,45,19,13,17,0,0,68,27,48,25,0,0,56,19,16,22,3,0,94,28,63,28,0,0,46,17,12,16,0,0,73,24,51,24,0,0,49,18,13,17,0,0,69,25,49,22,0,0,60,18,16,21,3,0,85,29,61,30,0,0,46,18,11,18,0,0,70,24,49,26,0,0,44,16,13,14,0,0,69,24,49,23,0,0,94,34,0,31,0,10,67,29,0,22,0,7,77,23,0,23,0,8,119,48,0,40,0,0
14,8,63,20,14,21,3,0,91,32,64,31,0,0,53,15,13,18,0,0,69,23,53,23,0,0,44,18,13,17,0,0,72,23,50,26,0,0,61,24,14,20,3,0,89,31,61,34,0,0,49,18,13,18,0,0,79,25,48,23,0,0,49,17,13,17,0,0,72,23,51,26,0,0,64,21,16,19,3,0,90,29,62,29,0,0,46,19,12,16,0,0,73,22,52,25,0,0,52,15,13,16,0,0,73,22,50,22,0,0,98,26,0,27,0,10,68,27,0,25,0,8,84,22,0,29,0,7,123,41,0,36,0,0
14,9,60,21,13,22,3,0,93,30,62,31,0,0,48,16,13,15,0,0,70,25,50,24,0,0,51,16,13,15,0,0,73,24,52,23,0,0,58,21,15,18,3,0,93,28,64,27,0,0,51,16,12,16,0,0,74,23,49,25,0,0,43,15,15,15,0,0,75,23,51,25,0,0,64,20,17,19,3,0,86,30,60,29,0,0,55,15,13,17,0,0,72,23,49,23,0,0,43,15,11,18,0,0,74,25,51,24,0,0,102,30,0,32,0,10,85,24,0,24,0,8,72,24,0,20,0,8,122,44,0,40,0,0
